slip_ratio,slip_angle,velocity,vertical_load,steering_rate,bekker_Kphi,bekker_Kc,bekker_n,mohr_cohesion,mohr_friction,janosi_shear,mesh_spacing,Fz,Fx,Fy
-0.844664,0.023377,2.183428,4774.459544,-0.546585,2376130.517980,3144.325496,1.170461,8826.977435,0.253073,0.023680,0.106731,7206.440517,-2155.001071,-247.411307
-0.534214,-0.385507,7.721551,6457.496324,0.512018,1066027.772369,2186.251518,1.184069,9692.383962,0.152179,0.010975,0.071084,7840.519146,-1825.821874,491.110196
0.157615,-0.234043,8.990497,5582.123603,-0.191660,1225575.211384,7546.976388,0.320231,4520.943220,0.471849,0.010779,0.083325,5283.753353,1136.338342,1237.237075
-0.999039,-0.379720,5.058203,3748.303374,0.315751,3016980.070736,4459.499526,0.954126,8123.915695,0.578091,0.014170,0.114805,2998.744173,-2219.275100,32.664628
0.252978,0.468692,7.793275,4634.009431,-0.085455,2835058.519653,7275.636562,0.350813,11935.386586,0.375158,0.010987,0.057538,12694.664621,597.900650,-4134.661358
0.727215,-0.210276,2.641266,5193.295362,0.051097,971707.100397,6277.442596,1.253894,5831.124672,0.274980,0.012894,0.069910,5846.839427,1430.635355,982.425882
-0.215805,-0.406110,4.681754,3718.213665,0.281828,3004222.301870,2531.126624,1.241500,5039.491707,0.394929,0.021470,0.111641,3503.532213,-838.692267,1183.652161
0.374960,-0.415742,6.609391,5188.749852,0.540596,2402484.448751,5266.347916,0.748657,8002.183304,0.535035,0.015658,0.143159,7862.807247,1979.246570,3265.198326
0.966230,0.235099,3.191347,3151.328374,-0.246199,2440382.799587,3769.507450,1.158719,16842.083941,0.581209,0.022038,0.121014,2318.712612,1482.029277,-1251.164077
0.419435,-0.590135,7.536477,2578.806094,0.130159,3571784.918473,18419.285876,0.830796,7333.184076,0.463001,0.014152,0.146385,2985.945012,324.682868,1025.600699
-0.360041,-0.548102,6.806877,6378.511004,0.073688,3865586.673143,19839.031724,1.169885,3406.172113,0.217154,0.012031,0.107929,6293.767095,-1073.047400,870.247400
0.699102,-0.294782,2.322359,7190.892918,0.195978,1861778.826024,10633.246890,0.568964,1317.811324,0.570909,0.022906,0.051841,7169.235444,2303.511995,2806.983627
-0.052677,0.357997,8.426689,5905.457379,-0.504908,1305264.235872,1052.053672,0.450648,7420.640622,0.211171,0.014360,0.149919,10531.383210,-696.547480,-1516.700745
0.672700,0.517764,6.566670,4450.316059,-0.065234,2707257.910493,6517.370677,0.740581,14668.903389,0.619391,0.016712,0.095033,3685.136346,1020.521528,-2157.430368
0.952781,-0.588646,4.487005,5586.334469,-0.075547,3615921.792588,10375.019973,1.233413,16172.073766,0.267015,0.022659,0.111892,6949.648560,1294.554144,2109.366698
0.222543,0.365058,4.330194,6840.464323,0.170704,3971791.693857,13300.174877,0.488858,18833.904129,0.586827,0.019761,0.081739,5577.461736,1077.055251,-2294.870438
0.720670,-0.434671,5.234734,5463.173385,0.246076,2695293.140606,10213.822896,1.200952,14295.916948,0.142439,0.016019,0.104190,3151.537519,488.642612,741.946042
0.257534,0.596974,7.144563,7219.862087,0.168521,3453025.272225,8447.950868,0.967322,12596.031101,0.504074,0.014346,0.148985,5929.715011,326.156453,-3284.075601
-0.220366,-0.434715,6.024458,3737.124344,-0.103461,933649.507693,8390.837992,0.912395,18115.686872,0.321785,0.022194,0.149395,337.138277,-341.328403,356.653671
-0.128763,0.228212,2.348590,1991.114854,0.427242,3691323.600096,2099.879211,0.789617,995.053767,0.586051,0.016289,0.144292,3460.080318,-801.126932,-10.968814
0.612651,0.142508,6.025894,6600.495067,-0.351268,2985855.260968,6550.685977,1.215502,10983.405028,0.631679,0.022541,0.123620,6103.288870,2934.245510,-2894.692781
0.410433,0.472671,9.124903,2311.135132,0.280429,2700222.425464,3263.261307,1.168750,7721.691294,0.235027,0.020095,0.124286,2696.004844,384.405929,-563.951607
0.381199,0.321178,8.999995,5396.309674,0.264168,1564993.536909,4835.969288,1.068970,931.363217,0.532123,0.010171,0.140352,4083.048220,1010.750932,-822.164474
0.402446,-0.395689,9.935517,2324.489349,0.302083,2409223.005454,7464.023767,0.504738,13781.599996,0.366656,0.019779,0.078173,3064.908500,395.283911,923.151915
-0.522909,0.124668,5.713924,4527.023284,0.022827,1811629.234487,7654.078579,0.885208,20353.890375,0.181872,0.014229,0.141208,1284.141604,-526.961057,-52.489774
-0.720809,-0.131915,8.733981,3771.516736,-0.259750,2573287.098062,9777.778717,1.268900,19176.860589,0.187330,0.015265,0.113705,3959.206915,-2189.894605,-6.753039
0.730275,0.543163,7.354195,5435.941499,-0.139179,2420535.296756,1023.953164,0.878603,1550.712536,0.228895,0.010175,0.101797,3332.986532,360.298420,-717.681909
-0.069253,0.459745,6.250252,1770.190082,0.070240,3863062.386760,3994.928176,1.103227,14077.665119,0.339967,0.016837,0.083421,2477.395946,-384.310262,-855.981348
0.737159,-0.228044,3.810227,1774.539224,-0.070446,2116226.656255,7575.911034,0.364014,10497.916606,0.260470,0.019733,0.099158,1266.845100,333.778696,156.968739
0.102004,0.464034,7.443361,5006.147525,0.385836,1831453.969661,7638.994431,1.057258,19766.543722,0.137448,0.016140,0.070863,3872.032012,81.971837,-994.955500
-0.561228,0.485279,6.272085,6308.672405,0.324959,1947541.492317,15564.292569,0.709082,18873.139254,0.129351,0.018935,0.068717,5430.343806,-1339.006822,-284.072450
0.219992,-0.022095,4.122513,2864.781712,-0.457956,1919252.955706,16995.068925,1.156985,7861.806345,0.593396,0.014956,0.069256,2337.699222,791.418205,-1074.125301
0.144118,0.299464,9.277470,6130.577024,-0.259807,3259433.426489,8534.164009,0.813137,4167.818489,0.146146,0.018212,0.096891,5886.033144,49.414757,-816.041971
-0.174658,0.135558,7.182089,6097.087418,0.242918,3218498.096541,444.272726,0.890235,19711.333278,0.609282,0.020550,0.117859,4773.569207,-2209.675957,-102.661984
-0.699570,0.385769,6.189515,5425.777535,-0.483648,2395669.338134,4471.240448,0.643427,1156.536109,0.314902,0.017518,0.084153,4879.554390,-1243.484202,-144.441478
0.199219,-0.068955,4.361045,1621.598418,-0.184330,3217054.305748,14243.781724,0.501426,12276.717487,0.199204,0.023676,0.112710,3703.004945,101.394836,-14.557523
-0.466928,-0.199409,9.374893,4807.574896,0.390127,629407.161497,124.171847,0.623347,6173.746369,0.258103,0.023496,0.112530,3115.493869,-812.067288,302.152603
0.737724,0.194022,6.372959,4733.005195,-0.336168,852548.773978,13287.402966,0.354510,9781.788859,0.443554,0.019611,0.083427,6311.906754,1723.855170,-1702.974684
0.361324,0.039296,9.231599,5632.475228,-0.098168,3623833.330533,19169.961513,1.237282,13042.153480,0.396059,0.021356,0.067728,1434.338144,302.652750,-110.390787
0.322469,-0.358904,7.584332,4501.043694,-0.461106,2574244.712308,16966.333773,1.007355,5175.879212,0.238668,0.017822,0.125500,3369.903892,609.063739,324.442068
0.490279,-0.077045,7.557511,7272.945485,0.407227,3843592.352576,11076.043061,0.424211,12530.205641,0.582218,0.017950,0.149179,5067.069111,2429.820479,2402.111003
-0.997607,-0.312073,3.577327,4603.893727,0.079783,2519810.737951,14923.015007,0.447027,13859.639472,0.237550,0.012373,0.065593,4759.755585,-1275.560298,-1.180175
0.725202,0.271455,3.526866,4883.335397,-0.072004,2993600.254640,2447.112028,1.121504,16059.784999,0.291754,0.013888,0.137542,3421.516395,1235.621523,-1053.497353
-0.449303,-0.225515,8.899032,3333.936075,-0.047918,2154793.169245,14690.165021,0.856198,14654.084921,0.128530,0.023889,0.135451,3853.875499,-757.292060,172.073651
-0.222519,-0.177887,3.619897,2791.154563,0.452143,1346132.102201,5013.759388,1.283162,7020.264918,0.166459,0.012162,0.136374,2956.910149,-533.688601,591.326056
0.365894,0.531862,7.214887,4754.014446,-0.235350,2781845.225682,9506.402679,0.849156,17620.140705,0.607181,0.012556,0.133082,5833.750742,1031.467504,-4467.602757
-0.725003,0.083001,5.112965,1880.630658,0.267574,3273187.157734,10743.724813,0.530034,7900.891369,0.192333,0.018260,0.083378,1520.764944,-222.364382,4.371835
0.217002,-0.078323,5.692926,5509.547646,0.175931,727514.244438,4842.751400,0.413503,15008.715594,0.590707,0.014891,0.068080,3511.349791,853.812691,986.647825
0.225658,0.041347,2.272864,5736.534580,-0.213690,2985459.814571,9634.882697,0.628129,17154.594841,0.363845,0.018619,0.135042,12101.882509,2432.496793,-1970.185745
-0.734068,-0.389389,8.946164,6510.082591,0.116257,2818204.307872,11419.882432,0.684472,7841.375160,0.459563,0.012195,0.078446,8617.948929,-4498.661658,657.732188
0.098572,-0.054942,4.243830,2783.944009,-0.465720,872113.437985,10718.046050,0.383715,13626.413425,0.303044,0.012267,0.127838,1820.910020,49.689991,-104.450189
-0.142040,0.557311,8.671022,5193.475351,0.030832,3609922.402841,10685.919633,0.389301,8756.952865,0.597207,0.012628,0.117923,11013.219492,-2742.003425,-4400.303996
-0.469735,0.581979,3.203995,6873.643437,-0.528995,2808657.690272,15024.186194,0.891903,2217.803353,0.179055,0.010849,0.083699,6493.506088,-1072.594734,-281.500289
-0.817710,-0.007762,4.810681,7148.795139,-0.271827,789707.185368,8925.531671,0.855498,17472.696885,0.400507,0.015400,0.058996,6312.837878,-3793.316199,-148.292790
0.405193,-0.450463,3.117804,6907.412184,0.036016,3009103.635940,15263.194540,0.374779,11088.530318,0.412180,0.010454,0.056961,9975.447598,1462.250819,3732.296612
0.376532,-0.188842,3.852275,3776.186068,-0.176236,555549.251631,17183.202253,1.204882,16551.320083,0.135179,0.014097,0.071542,4771.901903,1096.176216,450.263159
0.279122,0.154102,7.449122,2259.594167,-0.383736,2459034.842550,5398.994129,0.390969,18299.226427,0.628816,0.012035,0.083774,3248.743017,541.230382,-1099.720890
0.272669,-0.241521,3.559049,3214.969426,-0.543994,2225299.110962,1959.821704,1.079739,10684.109768,0.563181,0.010254,0.092108,3084.241639,2113.572908,-368.355580
0.154528,-0.488579,4.398350,3290.460142,-0.290579,2755427.987077,16133.759293,0.389866,19966.839231,0.546184,0.023151,0.097975,3736.951897,299.374437,1123.771474
-0.831492,-0.252609,8.724808,6384.942677,-0.488587,709669.628080,1966.431283,0.985280,9376.176547,0.342045,0.011224,0.131979,6697.605973,-3662.838202,-30.161652
-0.261433,0.004045,7.427817,1915.319266,0.555315,3681673.380128,2923.356171,0.754012,801.494578,0.201761,0.021307,0.141988,0.000000,0.000000,0.000000
-0.655524,0.373114,3.514642,4078.355921,-0.556219,3412489.178173,10129.504745,0.769681,14375.765596,0.370881,0.012311,0.063194,3728.272794,-1764.796123,-214.374785
0.300088,0.282273,3.019621,4749.082536,0.416311,2469351.405441,9469.696283,0.976568,9236.155352,0.469020,0.014087,0.110205,3698.401640,959.572196,-349.358721
0.538625,0.528504,8.959472,5931.239984,0.019960,3675747.509308,9372.631965,0.317791,13184.679312,0.251082,0.022348,0.147483,0.000000,0.000000,0.000000
0.510495,-0.170542,5.963219,1812.520195,0.079545,2865879.116389,11456.173162,0.666159,2077.787880,0.569198,0.023727,0.089601,855.000365,387.028088,259.543807
0.483100,0.401794,9.007609,6206.366171,0.363128,1963121.945770,10081.133366,0.319397,16629.004073,0.207317,0.022228,0.135185,9417.790341,994.825013,-742.603157
-0.078409,-0.019051,7.595975,6953.311835,0.308236,2947467.476116,10130.622611,0.586113,17877.918852,0.652427,0.019649,0.125354,3954.766611,-1359.495264,1770.073708
0.841215,0.152871,6.921017,2277.335838,-0.364502,2926581.172166,18723.785080,0.547404,10584.961810,0.170281,0.016850,0.144636,4781.024664,956.770728,-781.948624
-0.475395,0.582714,2.824170,3591.843673,0.221098,840782.904605,3901.591996,0.521982,4625.837320,0.126510,0.013791,0.057728,3599.318407,-495.474591,-190.130337
0.082221,-0.476258,6.062733,2293.929710,0.185007,1738806.381899,15355.834795,1.139309,4197.334528,0.612266,0.019713,0.069871,1846.113587,-57.828620,952.479871
0.211088,-0.460821,9.395339,5135.762375,-0.145951,2981791.447311,19729.477344,0.467047,14105.898935,0.398837,0.020758,0.074584,3149.617327,160.302274,584.619741
-0.164013,-0.116528,9.311662,4895.738029,-0.287819,3362349.082958,6179.759761,0.874448,16848.326222,0.589199,0.019516,0.146212,6268.654583,-1989.234820,-278.248057
0.482414,-0.222476,4.057751,4240.297771,-0.347569,1643059.879079,4214.887131,0.303689,9022.647378,0.132658,0.013895,0.078242,3095.003677,407.688467,57.871970
0.869665,-0.230267,2.253842,5514.633786,-0.485641,2346197.986645,13415.397281,1.184563,9447.051311,0.566099,0.019007,0.144448,5646.337374,3229.450923,-183.222138
0.727979,0.412874,5.092281,6979.445726,-0.071203,2799830.238444,4508.084809,0.965191,12956.163934,0.296385,0.013799,0.131182,3507.734771,818.369792,-1183.058267
-0.770140,0.435608,9.729274,5030.497917,-0.248419,3832083.904730,14982.204118,0.537968,14614.140043,0.373501,0.021154,0.103024,3665.768907,-1257.901351,-136.902277
0.314722,-0.308696,8.667742,7427.910684,0.052176,2232988.884723,5791.987917,0.679518,2874.218633,0.127859,0.014006,0.105157,8323.225138,476.463411,921.622758
0.938307,-0.109341,7.236951,4724.813560,-0.051300,1886045.976334,11503.254659,1.002931,12094.906581,0.611077,0.012752,0.057733,1410.303380,1004.118353,176.376454
-0.901292,-0.442858,8.136430,6031.631022,0.326923,2461576.137053,15537.092629,0.946726,4804.774676,0.123309,0.014757,0.123591,2579.172636,-444.303724,21.771133
-0.159648,0.093594,8.820384,5045.591945,-0.236512,3721828.592518,15098.413299,1.232231,9948.014967,0.312102,0.021212,0.133140,2327.249792,-605.695639,-591.664416
0.028681,0.159379,2.763358,6105.237432,0.368508,1239857.442524,5153.368257,0.415948,9895.032472,0.598080,0.023481,0.125610,4141.210828,-102.530201,126.588450
0.141836,0.398693,3.342528,5667.475706,-0.385916,3008745.742836,17182.911222,0.337206,8530.657376,0.578674,0.019964,0.087435,2949.510082,-67.955614,-1201.175608
0.438411,0.292045,9.489674,3061.562360,0.078902,1074342.158461,599.878889,0.497030,18271.309730,0.482395,0.015931,0.121637,0.000000,0.000000,0.000000
0.602627,0.492261,2.112543,2326.011931,-0.039563,3358706.601792,3820.891273,1.261572,1564.116081,0.574878,0.022411,0.095142,3418.588921,694.691492,-1451.971887
-0.832097,0.207118,3.136499,3208.419405,-0.149364,2013312.887761,16413.561123,0.977188,19811.527621,0.308468,0.015215,0.140222,3018.750485,-1731.284270,-111.198990
-0.350885,-0.490446,6.535133,3415.729466,-0.459920,1686819.985421,10592.564243,1.056472,10339.646093,0.439823,0.022927,0.076852,2933.498863,-1258.004739,566.770942
-0.957604,0.004160,6.858700,3392.199168,0.343420,1195937.426851,14895.939284,0.649494,3688.767095,0.280175,0.014827,0.095133,3899.072417,-1197.150734,10.334275
-0.857445,0.554288,4.306720,4483.936497,0.141584,3763660.928908,1388.867073,1.130406,5892.887774,0.413219,0.021065,0.066395,4122.910409,-1954.065594,-125.737554
0.834578,-0.296493,3.329962,2890.549593,-0.105033,3622912.530970,14278.189427,1.128792,20044.906766,0.161271,0.021724,0.103268,2502.144440,838.260844,477.624078
-0.348546,-0.301183,4.035962,5598.506793,-0.110319,1631972.022901,15666.698722,1.154464,18949.036326,0.326176,0.018042,0.066409,6435.229288,-2891.674917,1125.817816
-0.111984,0.398447,9.917722,7066.169618,-0.080480,2901553.516549,12501.062756,0.699427,20693.635450,0.106263,0.013308,0.086339,8294.328383,-727.320064,-1290.757750
0.017395,-0.220626,3.716844,1666.179684,0.104446,1770937.160264,14310.890286,0.839674,14261.987718,0.480530,0.019421,0.066794,1566.437789,-91.706946,575.516823
-0.433888,0.352038,8.093349,5995.032658,0.127902,3545038.972672,6005.528958,0.535696,10608.880113,0.619476,0.020088,0.116989,1204.089234,-90.410261,-30.001914
0.112090,-0.485991,6.476065,5752.768496,-0.234704,1973341.857605,10480.291251,1.184501,10919.299337,0.120261,0.023643,0.059410,5087.670815,1.028522,767.480504
0.719413,-0.545451,3.515033,5046.070770,-0.543245,3177470.622294,4282.063889,1.203700,11542.652622,0.449041,0.020683,0.073802,4283.921256,1781.710322,1229.789574
-0.937133,0.539005,6.888782,6803.188921,-0.396672,2798653.736926,4602.336135,0.945086,16821.917059,0.648971,0.016549,0.128518,7025.957284,-5811.433012,-8.008452
0.504732,-0.180706,7.666655,5829.822953,-0.143580,3099499.599366,7407.060943,1.109617,2493.923850,0.128316,0.012132,0.068189,2784.194155,325.887381,109.281761
-0.967707,0.445880,5.012429,4076.587421,-0.315648,633033.163256,4448.746356,0.436408,5692.574431,0.346861,0.017049,0.051235,2898.260705,-1070.426357,21.227193
-0.313046,0.185574,8.497670,6902.674178,0.185914,1434843.886401,13718.702117,0.762687,18177.448241,0.407869,0.016549,0.052441,6805.497006,-2924.909734,-513.806365
0.789889,0.348648,3.437455,5471.584583,0.127971,2125371.864878,13253.013533,1.018406,6287.359008,0.188921,0.013412,0.091110,2866.236347,515.358732,-387.972380
0.769219,-0.047511,4.571922,4283.093150,0.521528,809459.148713,12344.447246,0.784825,19187.005070,0.325628,0.022177,0.081223,4397.769069,1388.984707,1188.962989
0.896616,-0.568139,8.301308,3433.218370,-0.467920,1913398.682623,19819.063259,0.589245,11453.761533,0.443005,0.021360,0.057596,1914.754316,707.973615,552.706630
-0.917941,0.322961,2.955789,2815.898547,0.005622,1885209.344926,11997.567848,0.427719,17854.554783,0.450016,0.023773,0.088065,2310.892211,-1032.227790,-28.390592
0.826197,-0.488742,6.140816,7249.375704,0.215307,3915943.200226,17055.897462,1.043981,12721.915009,0.592960,0.017420,0.106514,6378.433603,2730.715368,3891.504679
0.977759,0.184693,3.480956,5991.973470,0.394298,2425196.156139,6102.274991,0.762066,3060.798695,0.219113,0.023087,0.106993,6631.613071,1394.323058,48.352281
0.042903,-0.214693,9.746226,5752.333971,-0.416740,1784620.642384,13218.453800,0.812923,15119.762472,0.220616,0.019273,0.077277,2482.077081,144.075477,15.495489
-0.598808,-0.409032,5.495802,4908.512546,0.348622,1300554.474494,4861.959663,0.926526,1901.913599,0.461464,0.019543,0.115179,3975.193661,-1773.350911,494.980797
-0.641275,-0.229550,7.394597,7249.570528,-0.135793,1228996.126801,15710.500018,0.575697,5228.466655,0.190266,0.010861,0.145687,5119.689202,-1191.970765,103.236580
0.443915,-0.049776,4.551972,4088.221985,-0.251216,1385521.081377,16792.477109,1.170078,14671.104620,0.654196,0.015965,0.054595,3895.681648,2608.775201,-752.532313
-0.978715,-0.083761,9.092707,5847.856656,0.296370,2804116.596853,2981.286663,0.785551,16117.878888,0.306593,0.022744,0.094643,6116.219918,-2596.514198,10.146409
0.829620,-0.035032,9.602500,4835.051620,-0.006749,848984.915968,4780.853842,0.966555,6116.625559,0.246156,0.012284,0.130372,0.000000,0.000000,0.000000
-0.293099,-0.178448,9.288198,2812.810215,0.246881,1880809.065619,12576.522352,1.132052,9590.404748,0.500314,0.021165,0.106685,2419.542058,-890.065063,538.919446
-0.242228,0.522305,4.931427,4036.839546,-0.357684,1026543.721297,5328.993491,1.240472,13978.423984,0.452508,0.015381,0.138815,3770.500035,-1880.416947,-1193.633983
-0.957770,-0.089153,2.968835,5122.675500,-0.522536,2205999.620507,10429.140041,0.390409,2332.978272,0.305715,0.018528,0.107090,6323.878937,-1957.281028,-32.127792
-0.839319,0.412357,5.007594,4860.657832,0.114637,2107226.589123,7797.784329,1.150582,16490.949282,0.594148,0.013425,0.066846,4618.883230,-4145.086095,-234.344174
-0.947238,0.458425,6.272239,4238.717036,-0.336276,2617000.047054,13682.242763,1.203610,12589.285204,0.588514,0.015337,0.070656,4226.813107,-3508.497209,38.649430
-0.501059,-0.035633,8.716814,4150.096137,0.553785,3246807.979921,8568.908718,0.393898,13452.596835,0.519613,0.010688,0.135578,248.150933,-375.378577,98.174091
-0.961396,0.210226,8.455004,1891.312809,-0.512585,2703777.232150,18500.605829,0.535855,5000.601708,0.304514,0.015827,0.096483,1560.415564,-427.281204,-0.807327
-0.760160,0.109450,2.115133,6185.402909,0.330214,2769008.255707,7955.441701,0.510257,2468.061224,0.479946,0.018070,0.127662,8235.983604,-2354.208215,60.974408
0.150046,0.100777,2.521626,2655.852073,-0.250963,2477469.583836,6941.318241,0.537686,11392.813888,0.527057,0.019069,0.100068,3936.083455,565.901287,-1044.938073
-0.529324,-0.162758,6.049820,4793.379143,-0.410662,3504781.937699,15668.134083,0.994943,9539.417282,0.525117,0.021448,0.120121,5788.446057,-3507.863348,-159.994297
-0.490197,-0.491652,7.937852,4803.707194,0.292328,1760115.654729,8775.432329,0.612340,17806.648386,0.652462,0.021026,0.068656,6274.679530,-4382.958363,2045.021453
0.503034,-0.578557,7.383396,7183.442048,0.457584,3524176.508625,17525.347550,0.432468,19273.010821,0.466239,0.019226,0.111634,10601.749847,2548.704193,3964.111298
0.052188,-0.332549,8.686878,3808.291099,-0.534438,1133058.332153,17897.347616,1.079115,15855.295214,0.476765,0.019700,0.080637,2727.428958,258.659327,390.605425
0.516769,0.324148,6.345477,7207.217701,-0.535005,1454608.479218,5826.308939,1.140621,20584.502320,0.228773,0.013123,0.103981,8384.342349,1462.121849,-2338.275425
0.299159,-0.066928,2.439084,5498.263139,0.006185,2532084.588218,19188.321209,0.357969,9212.123295,0.507325,0.013371,0.147765,3728.330893,55.731175,18.306920
0.264819,0.478879,7.501175,6707.338368,0.520135,1104782.736120,15880.374093,0.555638,12276.282898,0.181482,0.012443,0.050338,5799.276556,667.079697,-877.809219
-0.599198,0.241411,6.071475,6653.042064,0.394534,948744.524473,7035.713942,1.185372,16592.648837,0.484154,0.012401,0.123981,5767.944138,-4749.007146,-48.134401
0.506419,-0.493747,3.765831,7240.012085,-0.269910,635171.803673,762.763378,0.927181,7673.824987,0.154192,0.020204,0.096883,6733.165188,703.427998,1011.354420
0.101634,0.260264,8.750593,3878.055954,0.529905,2509872.825500,2718.995883,0.648702,6783.519231,0.365454,0.014820,0.093280,3651.275717,256.090781,20.310989
-0.364311,0.428034,9.022730,5565.564167,-0.240813,865573.149557,1902.342617,1.120858,11035.287459,0.658737,0.023417,0.061135,7040.244558,-4477.340294,-2245.067478
-0.902119,0.008050,9.904109,4304.536387,-0.321368,3747976.127090,2800.149440,0.583055,13543.546419,0.305389,0.020310,0.073824,4148.336772,-860.065868,-18.622906
0.659247,-0.229771,9.587433,7455.374556,0.133451,2895694.645606,9095.272238,1.195958,15616.764504,0.199394,0.018090,0.145125,4443.051151,941.995680,834.056567
0.382806,-0.153903,4.971007,4699.761994,-0.359039,2114874.646709,10336.450019,0.756965,14731.001110,0.310530,0.017345,0.088112,5430.856557,1836.694636,-184.322251
0.766071,-0.022363,3.844094,5580.693802,-0.072447,2295862.504210,8140.843700,0.714663,3828.111643,0.509012,0.015738,0.082337,4351.105907,2282.553916,-78.465476
-0.891188,-0.325824,4.961664,5460.356171,0.157294,1021763.937203,19756.261174,0.640791,19725.908934,0.609782,0.010086,0.098725,5736.627628,-4858.047647,213.866075
-0.555990,0.109830,2.916663,3355.050574,-0.391470,3086733.794880,14523.616481,0.643692,12543.176835,0.407123,0.021973,0.099941,2193.983881,-779.572622,-209.585558
-0.973093,0.011559,5.800696,4570.662824,-0.344715,3474282.619525,11894.523056,0.467348,7943.510005,0.448137,0.015807,0.113999,3762.279339,-2102.156473,-15.800957
0.272763,-0.185913,2.345519,7345.610698,0.297050,1052539.674592,5694.182195,1.119766,13932.838838,0.250938,0.019173,0.126674,10366.622977,765.986836,3075.146945
0.429405,-0.072250,4.776775,4530.663778,-0.140090,3864738.490838,4261.344723,0.344774,10156.830595,0.169593,0.016936,0.076853,3122.494481,329.486440,2.760898
0.511719,-0.090446,2.834332,6106.574739,-0.377417,2731848.915203,19820.237860,0.658394,5242.914714,0.186488,0.014891,0.086796,6221.070135,1140.063135,-338.090500
-0.574505,0.068178,9.334320,4235.646416,0.152023,2015882.060653,19684.673588,1.202477,15130.477990,0.505176,0.013495,0.140991,3902.559316,-2765.989577,23.846370
0.158164,0.046851,9.351087,6576.869172,-0.384320,2697350.519572,18353.098384,0.755725,5101.306930,0.455895,0.018245,0.098688,7839.658322,987.624237,-2204.103531
0.445042,-0.027919,5.548488,5590.299843,0.228785,2397166.665704,7435.011154,0.918652,18171.203986,0.399035,0.013560,0.066258,3096.266348,1266.858350,664.677642
-0.545189,-0.586837,9.970918,6314.328700,-0.166429,3679489.785330,3399.837655,1.283307,6396.120230,0.206126,0.018921,0.136243,7009.112737,-1512.442927,518.293435
0.373426,0.339269,6.319919,2437.489522,0.059202,2307310.430515,13449.025830,0.362970,10802.596415,0.130838,0.023827,0.147681,0.000000,0.000000,0.000000
0.030871,0.328924,9.636218,4334.053278,0.273506,2595880.118379,6562.926514,0.729551,4663.956444,0.471771,0.014122,0.118315,3609.761989,-86.766000,-707.796385
0.318063,0.015374,5.036724,6922.200728,-0.422584,1017438.056863,10802.875945,0.434230,10613.264429,0.460620,0.019630,0.092168,6428.600023,2067.655168,-2094.143083
0.494600,0.117136,9.934618,5223.448073,0.202895,2160837.831354,1005.946687,0.403749,6493.419278,0.534050,0.015949,0.083919,0.000000,0.000000,0.000000
-0.140814,0.304486,8.966647,2297.314265,0.034620,3793837.654601,17714.109922,1.072551,6293.694157,0.301332,0.010948,0.075452,2372.318548,-478.283088,-598.691168
0.463250,0.107761,6.826593,3042.048187,-0.250248,3991091.047724,13764.156763,1.274081,2192.182766,0.521266,0.018233,0.053723,3169.080789,983.424197,-807.387041
-0.885628,0.020902,6.004537,3612.286220,-0.441316,3140509.324566,8858.132607,0.565842,14403.996067,0.597939,0.012433,0.126110,9423.257644,-6353.503589,-254.064800
-0.577533,-0.028561,7.253826,6976.240920,0.371018,2351760.708262,3430.714576,1.277452,20326.053985,0.447133,0.018778,0.147563,11902.374662,-6371.496552,891.562467
-0.474001,-0.175284,7.010612,3586.159563,-0.516857,3709824.272524,2316.238601,1.242204,5110.240265,0.409050,0.015807,0.064079,3552.209960,-1646.262862,-177.549886
-0.001334,0.549121,6.330931,4608.293179,0.513907,3510421.635439,1877.830427,1.051551,822.277052,0.542152,0.011588,0.081432,3759.826657,-481.743661,-1616.139993
0.035326,0.501583,6.357797,6044.550415,-0.461253,3988190.468639,12967.371663,0.708151,11990.876074,0.236533,0.010206,0.118566,10730.859519,-572.572230,-2385.030498
-0.782069,0.582149,9.558308,3900.816591,-0.548484,1121006.722353,17665.906207,0.906445,7049.131901,0.292372,0.012720,0.110209,4201.829504,-1622.917371,-121.561103
0.769283,0.215360,2.263810,3531.744315,0.212339,3678021.462829,7462.065632,1.171783,7305.955308,0.638939,0.020173,0.051034,3372.676368,2214.169921,-568.666818
-0.712301,-0.513086,9.009105,7398.739642,0.242497,3527185.761487,13170.977618,0.736770,17468.482237,0.179646,0.012678,0.139598,11195.986091,-2842.278965,574.118450
-0.035642,-0.205637,7.494157,2381.625595,-0.289382,1136514.766971,16053.758089,1.233473,10541.826114,0.551529,0.013656,0.140550,2395.606328,-276.228046,253.469924
-0.278318,0.323207,8.918202,5187.100467,-0.457406,3823649.940514,7407.994284,1.057219,6618.522823,0.322586,0.018361,0.124691,3957.024245,-1080.944317,-748.284322
0.271659,0.488845,6.991748,3220.257499,-0.086110,528290.692517,10940.780990,1.080824,5851.258517,0.641083,0.013928,0.108675,1777.378632,73.204102,-782.737483
0.984190,-0.261956,7.135630,3958.807190,-0.109305,3864124.454005,12002.074399,0.686003,18464.934232,0.286233,0.021061,0.065532,1967.286756,568.749507,246.974174
0.560700,0.066188,7.397814,2988.488871,-0.342820,3641223.404590,9665.235641,1.047211,14467.875203,0.181928,0.016144,0.103018,3905.421440,927.606187,-669.887877
0.304482,0.475943,8.655895,6752.832804,-0.311332,1415365.494148,6042.969310,0.684292,12086.128877,0.275512,0.010204,0.116690,3630.075978,295.695364,-1317.250063
