label,n_true,phi_true,throttle,steer_amp,seed,ok,wall_s,csv
lhs0086_n0710_phi317,0.710,31.72,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0086_n0710_phi317_thr60_amp40_seed0.csv
lhs0086_n0710_phi317,0.710,31.72,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0086_n0710_phi317_thr60_amp70_seed0.csv
lhs0087_n0712_phi182,0.712,18.23,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0087_n0712_phi182_thr40_amp40_seed0.csv
lhs0087_n0712_phi182,0.712,18.23,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0087_n0712_phi182_thr40_amp70_seed0.csv
lhs0087_n0712_phi182,0.712,18.23,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0087_n0712_phi182_thr60_amp40_seed0.csv
lhs0087_n0712_phi182,0.712,18.23,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0087_n0712_phi182_thr60_amp70_seed0.csv
lhs0088_n0715_phi370,0.715,36.95,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0088_n0715_phi370_thr40_amp40_seed0.csv
lhs0088_n0715_phi370,0.715,36.95,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0088_n0715_phi370_thr40_amp70_seed0.csv
lhs0088_n0715_phi370,0.715,36.95,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0088_n0715_phi370_thr60_amp40_seed0.csv
lhs0088_n0715_phi370,0.715,36.95,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0088_n0715_phi370_thr60_amp70_seed0.csv
lhs0089_n0718_phi219,0.718,21.86,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0089_n0718_phi219_thr40_amp40_seed0.csv
lhs0089_n0718_phi219,0.718,21.86,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0089_n0718_phi219_thr40_amp70_seed0.csv
lhs0089_n0718_phi219,0.718,21.86,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0089_n0718_phi219_thr60_amp40_seed0.csv
lhs0089_n0718_phi219,0.718,21.86,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0089_n0718_phi219_thr60_amp70_seed0.csv
lhs0090_n0720_phi368,0.720,36.85,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0090_n0720_phi368_thr40_amp40_seed0.csv
lhs0090_n0720_phi368,0.720,36.85,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0090_n0720_phi368_thr40_amp70_seed0.csv
lhs0090_n0720_phi368,0.720,36.85,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0090_n0720_phi368_thr60_amp40_seed0.csv
lhs0090_n0720_phi368,0.720,36.85,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0090_n0720_phi368_thr60_amp70_seed0.csv
lhs0091_n0726_phi377,0.726,37.68,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0091_n0726_phi377_thr40_amp40_seed0.csv
lhs0091_n0726_phi377,0.726,37.68,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0091_n0726_phi377_thr40_amp70_seed0.csv
lhs0091_n0726_phi377,0.726,37.68,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0091_n0726_phi377_thr60_amp40_seed0.csv
lhs0091_n0726_phi377,0.726,37.68,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0091_n0726_phi377_thr60_amp70_seed0.csv
lhs0092_n0727_phi192,0.727,19.21,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0092_n0727_phi192_thr40_amp40_seed0.csv
lhs0092_n0727_phi192,0.727,19.21,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0092_n0727_phi192_thr40_amp70_seed0.csv
lhs0092_n0727_phi192,0.727,19.21,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0092_n0727_phi192_thr60_amp40_seed0.csv
lhs0092_n0727_phi192,0.727,19.21,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0092_n0727_phi192_thr60_amp70_seed0.csv
lhs0093_n0731_phi167,0.731,16.73,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0093_n0731_phi167_thr40_amp40_seed0.csv
lhs0093_n0731_phi167,0.731,16.73,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0093_n0731_phi167_thr40_amp70_seed0.csv
lhs0093_n0731_phi167,0.731,16.73,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0093_n0731_phi167_thr60_amp40_seed0.csv
lhs0093_n0731_phi167,0.731,16.73,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0093_n0731_phi167_thr60_amp70_seed0.csv
lhs0094_n0733_phi184,0.733,18.45,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0094_n0733_phi184_thr40_amp40_seed0.csv
lhs0094_n0733_phi184,0.733,18.45,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0094_n0733_phi184_thr40_amp70_seed0.csv
lhs0094_n0733_phi184,0.733,18.45,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0094_n0733_phi184_thr60_amp40_seed0.csv
lhs0094_n0733_phi184,0.733,18.45,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0094_n0733_phi184_thr60_amp70_seed0.csv
lhs0095_n0737_phi090,0.737,9.03,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0095_n0737_phi090_thr40_amp40_seed0.csv
lhs0095_n0737_phi090,0.737,9.03,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0095_n0737_phi090_thr40_amp70_seed0.csv
lhs0095_n0737_phi090,0.737,9.03,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0095_n0737_phi090_thr60_amp40_seed0.csv
lhs0095_n0737_phi090,0.737,9.03,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0095_n0737_phi090_thr60_amp70_seed0.csv
lhs0096_n0738_phi105,0.738,10.54,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0096_n0738_phi105_thr40_amp40_seed0.csv
lhs0096_n0738_phi105,0.738,10.54,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0096_n0738_phi105_thr40_amp70_seed0.csv
lhs0096_n0738_phi105,0.738,10.54,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0096_n0738_phi105_thr60_amp40_seed0.csv
lhs0096_n0738_phi105,0.738,10.54,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0096_n0738_phi105_thr60_amp70_seed0.csv
lhs0097_n0742_phi313,0.742,31.27,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0097_n0742_phi313_thr40_amp40_seed0.csv
lhs0097_n0742_phi313,0.742,31.27,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0097_n0742_phi313_thr40_amp70_seed0.csv
lhs0097_n0742_phi313,0.742,31.27,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0097_n0742_phi313_thr60_amp40_seed0.csv
lhs0097_n0742_phi313,0.742,31.27,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0097_n0742_phi313_thr60_amp70_seed0.csv
lhs0098_n0744_phi153,0.744,15.27,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0098_n0744_phi153_thr40_amp40_seed0.csv
lhs0098_n0744_phi153,0.744,15.27,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0098_n0744_phi153_thr40_amp70_seed0.csv
lhs0098_n0744_phi153,0.744,15.27,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0098_n0744_phi153_thr60_amp40_seed0.csv
lhs0098_n0744_phi153,0.744,15.27,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0098_n0744_phi153_thr60_amp70_seed0.csv
lhs0099_n0747_phi143,0.747,14.33,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0099_n0747_phi143_thr40_amp40_seed0.csv
lhs0099_n0747_phi143,0.747,14.33,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0099_n0747_phi143_thr40_amp70_seed0.csv
lhs0099_n0747_phi143,0.747,14.33,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0099_n0747_phi143_thr60_amp40_seed0.csv
lhs0099_n0747_phi143,0.747,14.33,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0099_n0747_phi143_thr60_amp70_seed0.csv
lhs0100_n0753_phi260,0.753,26.04,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0100_n0753_phi260_thr40_amp40_seed0.csv
lhs0100_n0753_phi260,0.753,26.04,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0100_n0753_phi260_thr40_amp70_seed0.csv
lhs0100_n0753_phi260,0.753,26.04,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0100_n0753_phi260_thr60_amp40_seed0.csv
lhs0100_n0753_phi260,0.753,26.04,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0100_n0753_phi260_thr60_amp70_seed0.csv
lhs0101_n0755_phi321,0.755,32.06,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0101_n0755_phi321_thr40_amp40_seed0.csv
lhs0101_n0755_phi321,0.755,32.06,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0101_n0755_phi321_thr40_amp70_seed0.csv
lhs0101_n0755_phi321,0.755,32.06,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0101_n0755_phi321_thr60_amp40_seed0.csv
lhs0101_n0755_phi321,0.755,32.06,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0101_n0755_phi321_thr60_amp70_seed0.csv
lhs0102_n0757_phi120,0.757,12.02,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0102_n0757_phi120_thr40_amp40_seed0.csv
lhs0102_n0757_phi120,0.757,12.02,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0102_n0757_phi120_thr40_amp70_seed0.csv
lhs0102_n0757_phi120,0.757,12.02,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0102_n0757_phi120_thr60_amp40_seed0.csv
lhs0102_n0757_phi120,0.757,12.02,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0102_n0757_phi120_thr60_amp70_seed0.csv
lhs0103_n0761_phi349,0.761,34.95,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0103_n0761_phi349_thr40_amp40_seed0.csv
lhs0103_n0761_phi349,0.761,34.95,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0103_n0761_phi349_thr40_amp70_seed0.csv
lhs0103_n0761_phi349,0.761,34.95,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0103_n0761_phi349_thr60_amp40_seed0.csv
lhs0103_n0761_phi349,0.761,34.95,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0103_n0761_phi349_thr60_amp70_seed0.csv
lhs0104_n0765_phi306,0.765,30.63,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0104_n0765_phi306_thr40_amp40_seed0.csv
lhs0104_n0765_phi306,0.765,30.63,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0104_n0765_phi306_thr40_amp70_seed0.csv
lhs0104_n0765_phi306,0.765,30.63,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0104_n0765_phi306_thr60_amp40_seed0.csv
lhs0104_n0765_phi306,0.765,30.63,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0104_n0765_phi306_thr60_amp70_seed0.csv
lhs0105_n0766_phi102,0.766,10.20,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0105_n0766_phi102_thr40_amp40_seed0.csv
lhs0105_n0766_phi102,0.766,10.20,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0105_n0766_phi102_thr40_amp70_seed0.csv
lhs0105_n0766_phi102,0.766,10.20,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0105_n0766_phi102_thr60_amp40_seed0.csv
lhs0105_n0766_phi102,0.766,10.20,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0105_n0766_phi102_thr60_amp70_seed0.csv
lhs0106_n0770_phi132,0.770,13.24,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0106_n0770_phi132_thr40_amp40_seed0.csv
lhs0106_n0770_phi132,0.770,13.24,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0106_n0770_phi132_thr40_amp70_seed0.csv
lhs0106_n0770_phi132,0.770,13.24,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0106_n0770_phi132_thr60_amp40_seed0.csv
lhs0106_n0770_phi132,0.770,13.24,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0106_n0770_phi132_thr60_amp70_seed0.csv
lhs0107_n0773_phi205,0.773,20.49,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0107_n0773_phi205_thr40_amp40_seed0.csv
lhs0107_n0773_phi205,0.773,20.49,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0107_n0773_phi205_thr40_amp70_seed0.csv
lhs0107_n0773_phi205,0.773,20.49,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0107_n0773_phi205_thr60_amp40_seed0.csv
lhs0107_n0773_phi205,0.773,20.49,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0107_n0773_phi205_thr60_amp70_seed0.csv
lhs0108_n0775_phi229,0.775,22.91,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0108_n0775_phi229_thr40_amp40_seed0.csv
lhs0108_n0775_phi229,0.775,22.91,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0108_n0775_phi229_thr40_amp70_seed0.csv
lhs0108_n0775_phi229,0.775,22.91,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0108_n0775_phi229_thr60_amp40_seed0.csv
lhs0108_n0775_phi229,0.775,22.91,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0108_n0775_phi229_thr60_amp70_seed0.csv
lhs0109_n0779_phi342,0.779,34.21,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0109_n0779_phi342_thr40_amp40_seed0.csv
lhs0109_n0779_phi342,0.779,34.21,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0109_n0779_phi342_thr40_amp70_seed0.csv
lhs0109_n0779_phi342,0.779,34.21,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0109_n0779_phi342_thr60_amp40_seed0.csv
lhs0109_n0779_phi342,0.779,34.21,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0109_n0779_phi342_thr60_amp70_seed0.csv
lhs0110_n0782_phi240,0.782,23.97,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0110_n0782_phi240_thr40_amp40_seed0.csv
lhs0110_n0782_phi240,0.782,23.97,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0110_n0782_phi240_thr40_amp70_seed0.csv
lhs0110_n0782_phi240,0.782,23.97,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0110_n0782_phi240_thr60_amp40_seed0.csv
lhs0110_n0782_phi240,0.782,23.97,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0110_n0782_phi240_thr60_amp70_seed0.csv
lhs0111_n0786_phi096,0.786,9.58,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0111_n0786_phi096_thr40_amp40_seed0.csv
lhs0111_n0786_phi096,0.786,9.58,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0111_n0786_phi096_thr40_amp70_seed0.csv
lhs0111_n0786_phi096,0.786,9.58,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0111_n0786_phi096_thr60_amp40_seed0.csv
lhs0111_n0786_phi096,0.786,9.58,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0111_n0786_phi096_thr60_amp70_seed0.csv
lhs0112_n0786_phi149,0.786,14.89,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0112_n0786_phi149_thr40_amp40_seed0.csv
lhs0112_n0786_phi149,0.786,14.89,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0112_n0786_phi149_thr40_amp70_seed0.csv
lhs0112_n0786_phi149,0.786,14.89,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0112_n0786_phi149_thr60_amp40_seed0.csv
lhs0112_n0786_phi149,0.786,14.89,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0112_n0786_phi149_thr60_amp70_seed0.csv
lhs0113_n0792_phi265,0.792,26.49,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0113_n0792_phi265_thr40_amp40_seed0.csv
lhs0113_n0792_phi265,0.792,26.49,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0113_n0792_phi265_thr40_amp70_seed0.csv
lhs0113_n0792_phi265,0.792,26.49,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0113_n0792_phi265_thr60_amp40_seed0.csv
lhs0113_n0792_phi265,0.792,26.49,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0113_n0792_phi265_thr60_amp70_seed0.csv
lhs0114_n0792_phi268,0.792,26.79,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0114_n0792_phi268_thr40_amp40_seed0.csv
lhs0114_n0792_phi268,0.792,26.79,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0114_n0792_phi268_thr40_amp70_seed0.csv
lhs0114_n0792_phi268,0.792,26.79,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0114_n0792_phi268_thr60_amp40_seed0.csv
lhs0114_n0792_phi268,0.792,26.79,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0114_n0792_phi268_thr60_amp70_seed0.csv
lhs0115_n0797_phi228,0.797,22.76,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0115_n0797_phi228_thr40_amp40_seed0.csv
lhs0115_n0797_phi228,0.797,22.76,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0115_n0797_phi228_thr40_amp70_seed0.csv
lhs0115_n0797_phi228,0.797,22.76,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0115_n0797_phi228_thr60_amp40_seed0.csv
lhs0115_n0797_phi228,0.797,22.76,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0115_n0797_phi228_thr60_amp70_seed0.csv
lhs0116_n0800_phi353,0.800,35.31,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0116_n0800_phi353_thr40_amp40_seed0.csv
lhs0116_n0800_phi353,0.800,35.31,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0116_n0800_phi353_thr40_amp70_seed0.csv
lhs0116_n0800_phi353,0.800,35.31,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0116_n0800_phi353_thr60_amp40_seed0.csv
lhs0116_n0800_phi353,0.800,35.31,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0116_n0800_phi353_thr60_amp70_seed0.csv
lhs0117_n0801_phi297,0.801,29.69,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0117_n0801_phi297_thr40_amp40_seed0.csv
lhs0117_n0801_phi297,0.801,29.69,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0117_n0801_phi297_thr40_amp70_seed0.csv
lhs0117_n0801_phi297,0.801,29.69,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0117_n0801_phi297_thr60_amp40_seed0.csv
lhs0117_n0801_phi297,0.801,29.69,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0117_n0801_phi297_thr60_amp70_seed0.csv
lhs0118_n0805_phi131,0.805,13.14,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0118_n0805_phi131_thr40_amp40_seed0.csv
lhs0118_n0805_phi131,0.805,13.14,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0118_n0805_phi131_thr40_amp70_seed0.csv
lhs0118_n0805_phi131,0.805,13.14,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0118_n0805_phi131_thr60_amp40_seed0.csv
lhs0118_n0805_phi131,0.805,13.14,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0118_n0805_phi131_thr60_amp70_seed0.csv
lhs0119_n0809_phi126,0.809,12.65,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0119_n0809_phi126_thr40_amp40_seed0.csv
lhs0119_n0809_phi126,0.809,12.65,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0119_n0809_phi126_thr40_amp70_seed0.csv
lhs0119_n0809_phi126,0.809,12.65,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0119_n0809_phi126_thr60_amp40_seed0.csv
lhs0119_n0809_phi126,0.809,12.65,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0119_n0809_phi126_thr60_amp70_seed0.csv
lhs0120_n0810_phi336,0.810,33.60,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0120_n0810_phi336_thr40_amp40_seed0.csv
lhs0120_n0810_phi336,0.810,33.60,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0120_n0810_phi336_thr40_amp70_seed0.csv
lhs0120_n0810_phi336,0.810,33.60,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0120_n0810_phi336_thr60_amp40_seed0.csv
lhs0120_n0810_phi336,0.810,33.60,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0120_n0810_phi336_thr60_amp70_seed0.csv
lhs0121_n0815_phi109,0.815,10.93,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0121_n0815_phi109_thr40_amp40_seed0.csv
lhs0121_n0815_phi109,0.815,10.93,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0121_n0815_phi109_thr40_amp70_seed0.csv
lhs0121_n0815_phi109,0.815,10.93,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0121_n0815_phi109_thr60_amp40_seed0.csv
lhs0121_n0815_phi109,0.815,10.93,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0121_n0815_phi109_thr60_amp70_seed0.csv
lhs0122_n0818_phi282,0.818,28.24,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0122_n0818_phi282_thr40_amp40_seed0.csv
lhs0122_n0818_phi282,0.818,28.24,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0122_n0818_phi282_thr40_amp70_seed0.csv
lhs0122_n0818_phi282,0.818,28.24,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0122_n0818_phi282_thr60_amp40_seed0.csv
lhs0122_n0818_phi282,0.818,28.24,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0122_n0818_phi282_thr60_amp70_seed0.csv
lhs0123_n0821_phi279,0.821,27.88,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0123_n0821_phi279_thr40_amp40_seed0.csv
lhs0123_n0821_phi279,0.821,27.88,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0123_n0821_phi279_thr40_amp70_seed0.csv
lhs0123_n0821_phi279,0.821,27.88,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0123_n0821_phi279_thr60_amp40_seed0.csv
lhs0123_n0821_phi279,0.821,27.88,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0123_n0821_phi279_thr60_amp70_seed0.csv
lhs0124_n0824_phi146,0.824,14.57,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0124_n0824_phi146_thr40_amp40_seed0.csv
lhs0124_n0824_phi146,0.824,14.57,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0124_n0824_phi146_thr40_amp70_seed0.csv
lhs0124_n0824_phi146,0.824,14.57,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0124_n0824_phi146_thr60_amp40_seed0.csv
lhs0124_n0824_phi146,0.824,14.57,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0124_n0824_phi146_thr60_amp70_seed0.csv
lhs0125_n0826_phi094,0.826,9.41,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0125_n0826_phi094_thr40_amp40_seed0.csv
lhs0125_n0826_phi094,0.826,9.41,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0125_n0826_phi094_thr40_amp70_seed0.csv
lhs0125_n0826_phi094,0.826,9.41,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0125_n0826_phi094_thr60_amp40_seed0.csv
lhs0125_n0826_phi094,0.826,9.41,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0125_n0826_phi094_thr60_amp70_seed0.csv
lhs0126_n0829_phi338,0.829,33.85,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0126_n0829_phi338_thr40_amp40_seed0.csv
lhs0126_n0829_phi338,0.829,33.85,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0126_n0829_phi338_thr40_amp70_seed0.csv
lhs0126_n0829_phi338,0.829,33.85,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0126_n0829_phi338_thr60_amp40_seed0.csv
lhs0126_n0829_phi338,0.829,33.85,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0126_n0829_phi338_thr60_amp70_seed0.csv
lhs0127_n0832_phi245,0.832,24.53,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0127_n0832_phi245_thr40_amp40_seed0.csv
lhs0127_n0832_phi245,0.832,24.53,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0127_n0832_phi245_thr40_amp70_seed0.csv
lhs0127_n0832_phi245,0.832,24.53,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0127_n0832_phi245_thr60_amp40_seed0.csv
lhs0127_n0832_phi245,0.832,24.53,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0127_n0832_phi245_thr60_amp70_seed0.csv
lhs0128_n0835_phi180,0.835,17.98,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0128_n0835_phi180_thr40_amp40_seed0.csv
lhs0128_n0835_phi180,0.835,17.98,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0128_n0835_phi180_thr40_amp70_seed0.csv
lhs0128_n0835_phi180,0.835,17.98,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0128_n0835_phi180_thr60_amp40_seed0.csv
lhs0128_n0835_phi180,0.835,17.98,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0128_n0835_phi180_thr60_amp70_seed0.csv
lhs0129_n0838_phi356,0.838,35.64,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0129_n0838_phi356_thr40_amp40_seed0.csv
lhs0129_n0838_phi356,0.838,35.64,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0129_n0838_phi356_thr40_amp70_seed0.csv
lhs0129_n0838_phi356,0.838,35.64,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0129_n0838_phi356_thr60_amp40_seed0.csv
lhs0129_n0838_phi356,0.838,35.64,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0129_n0838_phi356_thr60_amp70_seed0.csv
