label,n_true,phi_true,throttle,steer_amp,seed,ok,wall_s,csv
lhs0130_n0843_phi286,0.843,28.61,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0130_n0843_phi286_thr40_amp40_seed0.csv
lhs0130_n0843_phi286,0.843,28.61,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0130_n0843_phi286_thr40_amp70_seed0.csv
lhs0130_n0843_phi286,0.843,28.61,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0130_n0843_phi286_thr60_amp40_seed0.csv
lhs0130_n0843_phi286,0.843,28.61,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0130_n0843_phi286_thr60_amp70_seed0.csv
lhs0131_n0845_phi197,0.845,19.75,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0131_n0845_phi197_thr40_amp40_seed0.csv
lhs0131_n0845_phi197,0.845,19.75,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0131_n0845_phi197_thr40_amp70_seed0.csv
lhs0131_n0845_phi197,0.845,19.75,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0131_n0845_phi197_thr60_amp40_seed0.csv
lhs0131_n0845_phi197,0.845,19.75,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0131_n0845_phi197_thr60_amp70_seed0.csv
lhs0132_n0847_phi285,0.847,28.47,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0132_n0847_phi285_thr40_amp40_seed0.csv
lhs0132_n0847_phi285,0.847,28.47,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0132_n0847_phi285_thr40_amp70_seed0.csv
lhs0132_n0847_phi285,0.847,28.47,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0132_n0847_phi285_thr60_amp40_seed0.csv
lhs0132_n0847_phi285,0.847,28.47,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0132_n0847_phi285_thr60_amp70_seed0.csv
lhs0133_n0850_phi304,0.850,30.37,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0133_n0850_phi304_thr40_amp40_seed0.csv
lhs0133_n0850_phi304,0.850,30.37,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0133_n0850_phi304_thr40_amp70_seed0.csv
lhs0133_n0850_phi304,0.850,30.37,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0133_n0850_phi304_thr60_amp40_seed0.csv
lhs0133_n0850_phi304,0.850,30.37,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0133_n0850_phi304_thr60_amp70_seed0.csv
lhs0134_n0855_phi198,0.855,19.79,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0134_n0855_phi198_thr40_amp40_seed0.csv
lhs0134_n0855_phi198,0.855,19.79,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0134_n0855_phi198_thr40_amp70_seed0.csv
lhs0134_n0855_phi198,0.855,19.79,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0134_n0855_phi198_thr60_amp40_seed0.csv
lhs0134_n0855_phi198,0.855,19.79,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0134_n0855_phi198_thr60_amp70_seed0.csv
lhs0135_n0856_phi344,0.856,34.40,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0135_n0856_phi344_thr40_amp40_seed0.csv
lhs0135_n0856_phi344,0.856,34.40,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0135_n0856_phi344_thr40_amp70_seed0.csv
lhs0135_n0856_phi344,0.856,34.40,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0135_n0856_phi344_thr60_amp40_seed0.csv
lhs0135_n0856_phi344,0.856,34.40,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0135_n0856_phi344_thr60_amp70_seed0.csv
lhs0136_n0861_phi092,0.861,9.21,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0136_n0861_phi092_thr40_amp40_seed0.csv
lhs0136_n0861_phi092,0.861,9.21,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0136_n0861_phi092_thr40_amp70_seed0.csv
lhs0136_n0861_phi092,0.861,9.21,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0136_n0861_phi092_thr60_amp40_seed0.csv
lhs0136_n0861_phi092,0.861,9.21,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0136_n0861_phi092_thr60_amp70_seed0.csv
lhs0137_n0863_phi100,0.863,10.03,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0137_n0863_phi100_thr40_amp40_seed0.csv
lhs0137_n0863_phi100,0.863,10.03,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0137_n0863_phi100_thr40_amp70_seed0.csv
lhs0137_n0863_phi100,0.863,10.03,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0137_n0863_phi100_thr60_amp40_seed0.csv
lhs0137_n0863_phi100,0.863,10.03,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0137_n0863_phi100_thr60_amp70_seed0.csv
lhs0138_n0866_phi257,0.866,25.66,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0138_n0866_phi257_thr40_amp40_seed0.csv
lhs0138_n0866_phi257,0.866,25.66,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0138_n0866_phi257_thr40_amp70_seed0.csv
lhs0138_n0866_phi257,0.866,25.66,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0138_n0866_phi257_thr60_amp40_seed0.csv
lhs0138_n0866_phi257,0.866,25.66,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0138_n0866_phi257_thr60_amp70_seed0.csv
lhs0139_n0870_phi283,0.870,28.31,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0139_n0870_phi283_thr40_amp40_seed0.csv
lhs0139_n0870_phi283,0.870,28.31,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0139_n0870_phi283_thr40_amp70_seed0.csv
lhs0139_n0870_phi283,0.870,28.31,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0139_n0870_phi283_thr60_amp40_seed0.csv
lhs0139_n0870_phi283,0.870,28.31,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0139_n0870_phi283_thr60_amp70_seed0.csv
lhs0140_n0872_phi170,0.872,16.99,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0140_n0872_phi170_thr40_amp40_seed0.csv
lhs0140_n0872_phi170,0.872,16.99,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0140_n0872_phi170_thr40_amp70_seed0.csv
lhs0140_n0872_phi170,0.872,16.99,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0140_n0872_phi170_thr60_amp40_seed0.csv
lhs0140_n0872_phi170,0.872,16.99,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0140_n0872_phi170_thr60_amp70_seed0.csv
lhs0141_n0875_phi145,0.875,14.45,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0141_n0875_phi145_thr40_amp40_seed0.csv
lhs0141_n0875_phi145,0.875,14.45,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0141_n0875_phi145_thr40_amp70_seed0.csv
lhs0141_n0875_phi145,0.875,14.45,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0141_n0875_phi145_thr60_amp40_seed0.csv
lhs0141_n0875_phi145,0.875,14.45,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0141_n0875_phi145_thr60_amp70_seed0.csv
lhs0142_n0877_phi191,0.877,19.13,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0142_n0877_phi191_thr40_amp40_seed0.csv
lhs0142_n0877_phi191,0.877,19.13,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0142_n0877_phi191_thr40_amp70_seed0.csv
lhs0142_n0877_phi191,0.877,19.13,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0142_n0877_phi191_thr60_amp40_seed0.csv
lhs0142_n0877_phi191,0.877,19.13,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0142_n0877_phi191_thr60_amp70_seed0.csv
lhs0143_n0882_phi260,0.882,25.95,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0143_n0882_phi260_thr40_amp40_seed0.csv
lhs0143_n0882_phi260,0.882,25.95,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0143_n0882_phi260_thr40_amp70_seed0.csv
lhs0143_n0882_phi260,0.882,25.95,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0143_n0882_phi260_thr60_amp40_seed0.csv
lhs0143_n0882_phi260,0.882,25.95,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0143_n0882_phi260_thr60_amp70_seed0.csv
lhs0144_n0883_phi128,0.883,12.82,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0144_n0883_phi128_thr40_amp40_seed0.csv
lhs0144_n0883_phi128,0.883,12.82,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0144_n0883_phi128_thr40_amp70_seed0.csv
lhs0144_n0883_phi128,0.883,12.82,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0144_n0883_phi128_thr60_amp40_seed0.csv
lhs0144_n0883_phi128,0.883,12.82,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0144_n0883_phi128_thr60_amp70_seed0.csv
lhs0145_n0888_phi122,0.888,12.17,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0145_n0888_phi122_thr40_amp40_seed0.csv
lhs0145_n0888_phi122,0.888,12.17,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0145_n0888_phi122_thr40_amp70_seed0.csv
lhs0145_n0888_phi122,0.888,12.17,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0145_n0888_phi122_thr60_amp40_seed0.csv
lhs0145_n0888_phi122,0.888,12.17,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0145_n0888_phi122_thr60_amp70_seed0.csv
lhs0146_n0888_phi270,0.888,26.99,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0146_n0888_phi270_thr40_amp40_seed0.csv
lhs0146_n0888_phi270,0.888,26.99,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0146_n0888_phi270_thr40_amp70_seed0.csv
lhs0146_n0888_phi270,0.888,26.99,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0146_n0888_phi270_thr60_amp40_seed0.csv
lhs0146_n0888_phi270,0.888,26.99,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0146_n0888_phi270_thr60_amp70_seed0.csv
lhs0147_n0892_phi267,0.892,26.72,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0147_n0892_phi267_thr40_amp40_seed0.csv
lhs0147_n0892_phi267,0.892,26.72,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0147_n0892_phi267_thr40_amp70_seed0.csv
lhs0147_n0892_phi267,0.892,26.72,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0147_n0892_phi267_thr60_amp40_seed0.csv
lhs0147_n0892_phi267,0.892,26.72,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0147_n0892_phi267_thr60_amp70_seed0.csv
lhs0148_n0896_phi082,0.896,8.18,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0148_n0896_phi082_thr40_amp40_seed0.csv
lhs0148_n0896_phi082,0.896,8.18,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0148_n0896_phi082_thr40_amp70_seed0.csv
lhs0148_n0896_phi082,0.896,8.18,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0148_n0896_phi082_thr60_amp40_seed0.csv
lhs0148_n0896_phi082,0.896,8.18,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0148_n0896_phi082_thr60_amp70_seed0.csv
lhs0149_n0900_phi160,0.900,16.03,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0149_n0900_phi160_thr40_amp40_seed0.csv
lhs0149_n0900_phi160,0.900,16.03,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0149_n0900_phi160_thr40_amp70_seed0.csv
lhs0149_n0900_phi160,0.900,16.03,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0149_n0900_phi160_thr60_amp40_seed0.csv
lhs0149_n0900_phi160,0.900,16.03,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0149_n0900_phi160_thr60_amp70_seed0.csv
lhs0150_n0901_phi165,0.901,16.52,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0150_n0901_phi165_thr40_amp40_seed0.csv
lhs0150_n0901_phi165,0.901,16.52,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0150_n0901_phi165_thr40_amp70_seed0.csv
lhs0150_n0901_phi165,0.901,16.52,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0150_n0901_phi165_thr60_amp40_seed0.csv
lhs0150_n0901_phi165,0.901,16.52,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0150_n0901_phi165_thr60_amp70_seed0.csv
lhs0151_n0905_phi335,0.905,33.50,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0151_n0905_phi335_thr40_amp40_seed0.csv
lhs0151_n0905_phi335,0.905,33.50,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0151_n0905_phi335_thr40_amp70_seed0.csv
lhs0151_n0905_phi335,0.905,33.50,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0151_n0905_phi335_thr60_amp40_seed0.csv
lhs0151_n0905_phi335,0.905,33.50,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0151_n0905_phi335_thr60_amp70_seed0.csv
lhs0152_n0908_phi378,0.908,37.82,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0152_n0908_phi378_thr40_amp40_seed0.csv
lhs0152_n0908_phi378,0.908,37.82,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0152_n0908_phi378_thr40_amp70_seed0.csv
lhs0152_n0908_phi378,0.908,37.82,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0152_n0908_phi378_thr60_amp40_seed0.csv
lhs0152_n0908_phi378,0.908,37.82,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0152_n0908_phi378_thr60_amp70_seed0.csv
lhs0153_n0911_phi338,0.911,33.78,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0153_n0911_phi338_thr40_amp40_seed0.csv
lhs0153_n0911_phi338,0.911,33.78,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0153_n0911_phi338_thr40_amp70_seed0.csv
lhs0153_n0911_phi338,0.911,33.78,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0153_n0911_phi338_thr60_amp40_seed0.csv
lhs0153_n0911_phi338,0.911,33.78,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0153_n0911_phi338_thr60_amp70_seed0.csv
lhs0154_n0914_phi170,0.914,17.01,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0154_n0914_phi170_thr40_amp40_seed0.csv
lhs0154_n0914_phi170,0.914,17.01,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0154_n0914_phi170_thr40_amp70_seed0.csv
lhs0154_n0914_phi170,0.914,17.01,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0154_n0914_phi170_thr60_amp40_seed0.csv
lhs0154_n0914_phi170,0.914,17.01,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0154_n0914_phi170_thr60_amp70_seed0.csv
lhs0155_n0918_phi107,0.918,10.69,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0155_n0918_phi107_thr40_amp40_seed0.csv
lhs0155_n0918_phi107,0.918,10.69,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0155_n0918_phi107_thr40_amp70_seed0.csv
lhs0155_n0918_phi107,0.918,10.69,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0155_n0918_phi107_thr60_amp40_seed0.csv
lhs0155_n0918_phi107,0.918,10.69,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0155_n0918_phi107_thr60_amp70_seed0.csv
lhs0156_n0919_phi193,0.919,19.29,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0156_n0919_phi193_thr40_amp40_seed0.csv
lhs0156_n0919_phi193,0.919,19.29,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0156_n0919_phi193_thr40_amp70_seed0.csv
lhs0156_n0919_phi193,0.919,19.29,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0156_n0919_phi193_thr60_amp40_seed0.csv
lhs0156_n0919_phi193,0.919,19.29,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0156_n0919_phi193_thr60_amp70_seed0.csv
lhs0157_n0922_phi152,0.922,15.18,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0157_n0922_phi152_thr40_amp40_seed0.csv
lhs0157_n0922_phi152,0.922,15.18,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0157_n0922_phi152_thr40_amp70_seed0.csv
lhs0157_n0922_phi152,0.922,15.18,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0157_n0922_phi152_thr60_amp40_seed0.csv
lhs0157_n0922_phi152,0.922,15.18,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0157_n0922_phi152_thr60_amp70_seed0.csv
lhs0158_n0925_phi330,0.925,33.05,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0158_n0925_phi330_thr40_amp40_seed0.csv
lhs0158_n0925_phi330,0.925,33.05,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0158_n0925_phi330_thr40_amp70_seed0.csv
lhs0158_n0925_phi330,0.925,33.05,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0158_n0925_phi330_thr60_amp40_seed0.csv
lhs0158_n0925_phi330,0.925,33.05,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0158_n0925_phi330_thr60_amp70_seed0.csv
lhs0159_n0927_phi340,0.927,34.02,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0159_n0927_phi340_thr40_amp40_seed0.csv
lhs0159_n0927_phi340,0.927,34.02,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0159_n0927_phi340_thr40_amp70_seed0.csv
lhs0159_n0927_phi340,0.927,34.02,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0159_n0927_phi340_thr60_amp40_seed0.csv
lhs0159_n0927_phi340,0.927,34.02,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0159_n0927_phi340_thr60_amp70_seed0.csv
lhs0160_n0931_phi210,0.931,20.98,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0160_n0931_phi210_thr40_amp40_seed0.csv
lhs0160_n0931_phi210,0.931,20.98,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0160_n0931_phi210_thr40_amp70_seed0.csv
lhs0160_n0931_phi210,0.931,20.98,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0160_n0931_phi210_thr60_amp40_seed0.csv
lhs0160_n0931_phi210,0.931,20.98,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0160_n0931_phi210_thr60_amp70_seed0.csv
lhs0161_n0936_phi309,0.936,30.87,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0161_n0936_phi309_thr40_amp40_seed0.csv
lhs0161_n0936_phi309,0.936,30.87,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0161_n0936_phi309_thr40_amp70_seed0.csv
lhs0161_n0936_phi309,0.936,30.87,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0161_n0936_phi309_thr60_amp40_seed0.csv
lhs0161_n0936_phi309,0.936,30.87,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0161_n0936_phi309_thr60_amp70_seed0.csv
lhs0162_n0939_phi223,0.939,22.26,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0162_n0939_phi223_thr40_amp40_seed0.csv
lhs0162_n0939_phi223,0.939,22.26,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0162_n0939_phi223_thr40_amp70_seed0.csv
lhs0162_n0939_phi223,0.939,22.26,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0162_n0939_phi223_thr60_amp40_seed0.csv
lhs0162_n0939_phi223,0.939,22.26,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0162_n0939_phi223_thr60_amp70_seed0.csv
lhs0163_n0939_phi231,0.939,23.12,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0163_n0939_phi231_thr40_amp40_seed0.csv
lhs0163_n0939_phi231,0.939,23.12,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0163_n0939_phi231_thr40_amp70_seed0.csv
lhs0163_n0939_phi231,0.939,23.12,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0163_n0939_phi231_thr60_amp40_seed0.csv
lhs0163_n0939_phi231,0.939,23.12,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0163_n0939_phi231_thr60_amp70_seed0.csv
lhs0164_n0944_phi292,0.944,29.18,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0164_n0944_phi292_thr40_amp40_seed0.csv
lhs0164_n0944_phi292,0.944,29.18,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0164_n0944_phi292_thr40_amp70_seed0.csv
lhs0164_n0944_phi292,0.944,29.18,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0164_n0944_phi292_thr60_amp40_seed0.csv
lhs0164_n0944_phi292,0.944,29.18,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0164_n0944_phi292_thr60_amp70_seed0.csv
lhs0165_n0946_phi363,0.946,36.25,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0165_n0946_phi363_thr40_amp40_seed0.csv
lhs0165_n0946_phi363,0.946,36.25,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0165_n0946_phi363_thr40_amp70_seed0.csv
lhs0165_n0946_phi363,0.946,36.25,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0165_n0946_phi363_thr60_amp40_seed0.csv
lhs0165_n0946_phi363,0.946,36.25,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0165_n0946_phi363_thr60_amp70_seed0.csv
lhs0166_n0950_phi347,0.950,34.74,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0166_n0950_phi347_thr40_amp40_seed0.csv
lhs0166_n0950_phi347,0.950,34.74,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0166_n0950_phi347_thr40_amp70_seed0.csv
lhs0166_n0950_phi347,0.950,34.74,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0166_n0950_phi347_thr60_amp40_seed0.csv
lhs0166_n0950_phi347,0.950,34.74,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0166_n0950_phi347_thr60_amp70_seed0.csv
lhs0167_n0953_phi253,0.953,25.32,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0167_n0953_phi253_thr40_amp40_seed0.csv
lhs0167_n0953_phi253,0.953,25.32,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0167_n0953_phi253_thr40_amp70_seed0.csv
lhs0167_n0953_phi253,0.953,25.32,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0167_n0953_phi253_thr60_amp40_seed0.csv
lhs0167_n0953_phi253,0.953,25.32,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0167_n0953_phi253_thr60_amp70_seed0.csv
lhs0168_n0955_phi080,0.955,8.04,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0168_n0955_phi080_thr40_amp40_seed0.csv
lhs0168_n0955_phi080,0.955,8.04,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0168_n0955_phi080_thr40_amp70_seed0.csv
lhs0168_n0955_phi080,0.955,8.04,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0168_n0955_phi080_thr60_amp40_seed0.csv
lhs0168_n0955_phi080,0.955,8.04,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0168_n0955_phi080_thr60_amp70_seed0.csv
lhs0169_n0960_phi244,0.960,24.43,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0169_n0960_phi244_thr40_amp40_seed0.csv
lhs0169_n0960_phi244,0.960,24.43,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0169_n0960_phi244_thr40_amp70_seed0.csv
lhs0169_n0960_phi244,0.960,24.43,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0169_n0960_phi244_thr60_amp40_seed0.csv
lhs0169_n0960_phi244,0.960,24.43,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0169_n0960_phi244_thr60_amp70_seed0.csv
lhs0170_n0961_phi274,0.961,27.40,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0170_n0961_phi274_thr40_amp40_seed0.csv
lhs0170_n0961_phi274,0.961,27.40,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0170_n0961_phi274_thr40_amp70_seed0.csv
lhs0170_n0961_phi274,0.961,27.40,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0170_n0961_phi274_thr60_amp40_seed0.csv
lhs0170_n0961_phi274,0.961,27.40,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0170_n0961_phi274_thr60_amp70_seed0.csv
lhs0171_n0965_phi104,0.965,10.38,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0171_n0965_phi104_thr40_amp40_seed0.csv
lhs0171_n0965_phi104,0.965,10.38,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0171_n0965_phi104_thr40_amp70_seed0.csv
lhs0171_n0965_phi104,0.965,10.38,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0171_n0965_phi104_thr60_amp40_seed0.csv
lhs0171_n0965_phi104,0.965,10.38,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0171_n0965_phi104_thr60_amp70_seed0.csv
lhs0172_n0968_phi259,0.968,25.87,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0172_n0968_phi259_thr40_amp40_seed0.csv
lhs0172_n0968_phi259,0.968,25.87,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0172_n0968_phi259_thr40_amp70_seed0.csv
lhs0172_n0968_phi259,0.968,25.87,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0172_n0968_phi259_thr60_amp40_seed0.csv
lhs0172_n0968_phi259,0.968,25.87,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0172_n0968_phi259_thr60_amp70_seed0.csv
lhs0173_n0970_phi224,0.970,22.42,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0173_n0970_phi224_thr40_amp40_seed0.csv
lhs0173_n0970_phi224,0.970,22.42,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0173_n0970_phi224_thr40_amp70_seed0.csv
