backend,idx,n_true,status,abs_dn,est_n
Bekker-UKF,59,0.6289976763971019,ok,0.0426908534042226,0.5822253243243243
Bekker-UKF,58,0.6598114968719826,ok,0.1001559392962249,0.5596555575757577
MLP,60,0.7813637620871392,ok,0.1805619120871392,0.60080185
Fused-UKF,59,0.6289976763971019,ok,0.0506621901902053,0.5783354862068966
MLP,59,0.6289976763971019,ok,0.1273992661406915,0.5223350926517571
Fused-UKF,60,0.7813637620871392,ok,0.1802332766502461,0.6011304854368931
NN-UKF,59,0.6289976763971019,ok,0.3352814065044525,0.9500006451612903
Bekker-UKF,60,0.7813637620871392,ok,0.1976064651174424,0.6899788857142856
NN-UKF,60,0.7813637620871392,ok,0.2282243751008378,0.5531393869863014
MLP,61,0.5445301088408482,ok,0.0838328330946357,0.6351857770700636
Bekker-UKF,61,0.5445301088408482,ok,0.0333694209795766,0.5142881387283237
NN-UKF,61,0.5445301088408482,ok,0.0251559948512108,0.5193741139896373
Bekker-UKF,62,0.7836422147178126,ok,0.2537435004320983,0.5250736708074534
Fused-UKF,61,0.5445301088408482,ok,0.0544242924969443,0.5989544013377925
MLP,62,0.7836422147178126,ok,0.2861748157906623,1.064283141891892
MLP,63,0.8671975426301395,ok,0.0676712477583445,0.8052014468750001
Fused-UKF,63,0.8671975426301395,ok,0.1519904496068835,0.7152070930232559
NN-UKF,63,0.8671975426301395,ok,0.337107791821078,0.5300897508090615
NN-UKF,62,0.7836422147178126,ok,0.2510801290035269,0.5302249295774647
Bekker-UKF,63,0.8671975426301395,ok,0.302480277324017,0.5647172653061224
Fused-UKF,62,0.7836422147178126,ok,0.2677440258482253,1.051386240566038
MLP,64,0.6064021155578267,ok,0.0413200261009577,0.565082089456869
Bekker-UKF,64,0.6064021155578267,ok,0.0257351222692361,0.5806669932885906
NN-UKF,64,0.6064021155578267,ok,0.0435914662071773,0.5374384234527687
MLP,65,0.7630094987456557,ok,0.1606442187146617,0.9236537174603174
Fused-UKF,64,0.6064021155578267,ok,0.0246741960947395,0.5817279194630872
Bekker-UKF,65,0.7630094987456557,ok,0.2095687073346127,0.5578801025641027
Fused-UKF,65,0.7630094987456557,ok,0.1096561426336546,0.8726656413793104
MLP,66,0.5465470562370307,ok,0.0451830098422644,0.601779769470405
NN-UKF,65,0.7630094987456557,ok,0.1792092064379635,0.5838002923076921
NN-UKF,66,0.5465470562370307,ok,0.0133418062370307,0.5324907121212121
Fused-UKF,66,0.5465470562370307,ok,0.0679421532224286,0.6144892094594594
Bekker-UKF,66,0.5465470562370307,ok,0.0365261983084238,0.5830732545454546
MLP,67,0.9025074138157748,ok,0.4564760392126001,0.44603137460317455
Bekker-UKF,67,0.9025074138157748,ok,0.1543540495773642,0.7481533642384105
NN-UKF,67,0.9025074138157748,ok,0.1296547064591391,1.0321621202749138
Fused-UKF,67,0.9025074138157748,ok,0.4025074138157747,0.5
Bekker-UKF,68,0.9370668073083775,ok,0.3338562786459573,0.6097923333333336
MLP,68,0.9370668073083775,ok,0.4024233673083777,0.530706845890411
MLP,69,0.8924484254407836,ok,0.0063128012672909,0.9462099270833333
Fused-UKF,68,0.9370668073083775,ok,0.3752197451322119,0.5618470621761658
Fused-UKF,69,0.8924484254407836,ok,0.053622685244705,0.8388257401960786
Bekker-UKF,69,0.8924484254407836,ok,0.3496454968693551,0.5428029285714285
NN-UKF,68,0.9370668073083775,ok,0.2889841662827367,0.6178860693069306
NN-UKF,69,0.8924484254407836,ok,0.3832031629407836,0.5092452625
MLP,70,0.991944352367397,ok,0.3834298207218273,0.6156586666666666
Bekker-UKF,70,0.991944352367397,ok,0.4728880413917872,0.5190563109756098
NN-UKF,70,0.991944352367397,ok,0.4672459131150605,0.526943325732899
MLP,71,1.0618054501631575,ok,0.0721999832861858,0.9896054668769717
NN-UKF,71,1.0618054501631575,ok,0.487650705001867,0.5968849903846154
Fused-UKF,70,0.991944352367397,ok,0.3479039150792614,0.6440404372881355
Bekker-UKF,71,1.0618054501631575,ok,0.5356918218445735,0.5397048176100627
Fused-UKF,72,0.9551795775044374,ok,0.176834064814082,0.7783455126903553
MLP,72,0.9551795775044374,ok,0.0582642396204783,0.896915337883959
Bekker-UKF,72,0.9551795775044374,ok,0.4224116667901516,0.5371957835051547
NN-UKF,72,0.9551795775044374,ok,0.3621048431294374,0.5930747343749999
Fused-UKF,71,1.0618054501631575,ok,0.1433482291686821,0.9184572209944754
Bekker-UKF,73,0.7024622005573651,ok,0.1823257035159449,0.5170429415204678
MLP,73,0.7024622005573651,ok,0.0281292869771181,0.6746086102236422
NN-UKF,73,0.7024622005573651,ok,0.196929885596735,0.5081019250814333
Fused-UKF,73,0.7024622005573651,ok,0.0450624270382014,0.6573997735191637
Bekker-UKF,74,0.7274574353795267,ok,0.0127520422760784,0.7154522702702704
MLP,74,0.7274574353795267,ok,0.1848009448731976,0.5310417819314642
NN-UKF,74,0.7274574353795267,ok,0.2135517533754933,0.8205598205128206
Bekker-UKF,75,0.7829512543144526,ok,0.2206751704434848,0.5847812432432434
Fused-UKF,74,0.7274574353795267,ok,0.166857752648603,0.5605996827309236
MLP,75,0.7829512543144526,ok,0.2168446241061191,0.5045772633333334
Fused-UKF,75,0.7829512543144526,ok,0.228879699859007,0.5540715544554455
NN-UKF,75,0.7829512543144526,ok,0.2157213853188195,0.567229868995633
MLP,76,0.6262674843698177,ok,0.0787605119771795,0.5592885063291139
Bekker-UKF,76,0.6262674843698177,ok,0.0583761658984799,0.5817454903225807
NN-UKF,76,0.6262674843698177,ok,0.045170896737674,0.6401026775244301
Fused-UKF,76,0.6262674843698177,ok,0.0680972459592217,0.558170238410596
MLP,77,0.7054015222251846,ok,0.1203116276564945,0.5754483974358974
Bekker-UKF,77,0.7054015222251846,ok,0.1309330253698387,0.5686345844155845
NN-UKF,77,0.7054015222251846,ok,0.1556318543930167,0.5876831661442007
NN-UKF,78,0.6261039610872,ok,0.0395163985871999,0.5498251217391305
MLP,78,0.6261039610872,ok,0.0277918348736078,0.5983121262135922
Bekker-UKF,78,0.6261039610872,ok,0.0593942281679453,0.5667097329192546
Fused-UKF,77,0.7054015222251846,ok,0.1069978461688464,0.5984036760563382
Fused-UKF,78,0.6261039610872,ok,0.0198080444205334,0.6062959166666666
Bekker-UKF,79,0.8858407941420423,ok,0.3042858387280296,0.5990792452830189
MLP,79,0.8858407941420423,ok,0.3228268902958884,0.48419939130434786
NN-UKF,79,0.8858407941420423,ok,0.2916364996436604,0.71120662987013
Fused-UKF,79,0.8858407941420423,ok,0.2924741007622513,0.593366693379791
Bekker-UKF,80,0.5927560429878641,ok,0.0520660123756192,0.5406900306122449
MLP,80,0.5927560429878641,ok,0.013484587859659,0.5792714551282051
NN-UKF,80,0.5927560429878641,ok,0.0353792271983903,0.5573768157894737
Fused-UKF,80,0.5927560429878641,ok,0.0471411543805569,0.6398971973684211
Bekker-UKF,81,1.0054613230973384,ok,0.4792992256947409,0.5197695294117647
MLP,81,1.0054613230973384,ok,0.0285745798137562,0.9246415588235294
Fused-UKF,81,1.0054613230973384,ok,0.0318901387397964,0.973571184357542
NN-UKF,81,1.0054613230973384,ok,0.487538915982714,0.5171706017699115
MLP,82,0.8133612954369838,ok,0.287252688540432,0.4950928416149068
Bekker-UKF,82,0.8133612954369838,ok,0.0934145773161784,0.7199467181208054
NN-UKF,82,0.8133612954369838,ok,0.0592025373604437,0.9151328684210526
Fused-UKF,82,0.8133612954369838,ok,0.2587816921582951,0.5545796032786886
NN-UKF,83,0.6662225696097406,ok,0.0211562747379455,0.645066294871795
MLP,83,0.6662225696097406,ok,0.1139779411267684,0.5522446284829722
Fused-UKF,83,0.6662225696097406,ok,0.1000264737193294,0.5661960958904111
Bekker-UKF,83,0.6662225696097406,ok,0.0030801230077989,0.5411502955974844
MLP,84,0.9313569948723056,ok,0.0299081054621425,0.9552772222222222
NN-UKF,84,0.9313569948723056,ok,0.4043885812597403,0.5356830063492063
Bekker-UKF,84,0.9313569948723056,ok,0.3961273394101208,0.5404733965517241
Fused-UKF,84,0.9313569948723056,ok,0.0149478772252468,0.9164091176470589
Bekker-UKF,85,0.786394758686523,ok,0.0966510019297661,0.7117397350993379
MLP,85,0.786394758686523,ok,0.2719621260986634,0.5144326325878595
NN-UKF,85,0.786394758686523,ok,0.0178747439312784,0.8042695026178014
Fused-UKF,85,0.786394758686523,ok,0.2277352639496808,0.5586594947368422
MLP,86,0.6470692354684952,ok,0.0049660945807658,0.652035330049261
NN-UKF,86,0.6470692354684952,ok,0.0517406002483693,0.6131590544217688
Bekker-UKF,86,0.6470692354684952,ok,0.0498223109401932,0.5870994742268041
MLP,87,0.8950958370222059,ok,0.3645400623488634,1.243051417475728
NN-UKF,87,0.8950958370222059,ok,0.3625713559411249,0.532524481081081
Fused-UKF,86,0.6470692354684952,ok,0.0686376494235913,0.7157068848920864
Bekker-UKF,87,0.8950958370222059,ok,0.3727358790390126,0.5223599579831932
Fused-UKF,87,0.8950958370222059,ok,0.2049040261699762,1.0999998631921821
Bekker-UKF,88,0.7648050745685052,ok,0.158691243399674,0.6061138311688312
MLP,88,0.7648050745685052,ok,0.2542804449388756,0.525400870967742
Fused-UKF,88,0.7648050745685052,ok,0.1933136987064363,0.5714913758620689
NN-UKF,88,0.7648050745685052,ok,0.1024200683379756,0.6623850062305295
Bekker-UKF,89,0.9862997897923892,ok,0.3635091679975173,0.5879520933333332
NN-UKF,89,0.9862997897923892,ok,0.1388684596488485,0.8183913839662447
MLP,89,0.9862997897923892,ok,0.4293264734658585,0.5569733163265306
Fused-UKF,89,0.9862997897923892,ok,0.4463944305331297,0.5399053592592593
Fused-UKF,90,0.711080987496576,ok,0.1032707042201255,0.6078102832764505
